# Title: January 2020 - December 2024 Contiguous U.S. County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 126 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
WI-025,Dane County,Wisconsin,173.81,12.3,96,161.51
WI-027,Dodge County,Wisconsin,171.66,17.63,110,154.03
WI-029,Door County,Wisconsin,160.12,11.63,100,148.49
WI-031,Douglas County,Wisconsin,140.34,-7.98,34,148.32
WI-033,Dunn County,Wisconsin,153.11,-2.73,42,155.84
WI-035,Eau Claire County,Wisconsin,160.52,1.05,61,159.47
WI-037,Florence County,Wisconsin,147.71,0.49,62,147.23
WI-039,Fond du Lac County,Wisconsin,171.42,19.72,116,151.7
WI-041,Forest County,Wisconsin,162.99,10.6,102,152.39
WI-043,Grant County,Wisconsin,171.34,7.16,82,164.18
WI-045,Green County,Wisconsin,177.75,10.27,92,167.48
WI-047,Green Lake County,Wisconsin,169.04,15.31,111,153.73
WI-049,Iowa County,Wisconsin,168.69,5.71,82,162.98
WI-051,Iron County,Wisconsin,162.15,-2.91,52,165.06
WI-053,Jackson County,Wisconsin,172.09,13.36,99,158.73
WI-055,Jefferson County,Wisconsin,169.82,10.39,88,159.43
WI-057,Juneau County,Wisconsin,173.94,15.79,108,158.15
WI-059,Kenosha County,Wisconsin,168.86,8.21,86,160.65
WI-061,Kewaunee County,Wisconsin,162.91,14.02,105,148.89
WI-063,La Crosse County,Wisconsin,173.1,14.56,94,158.54
WI-065,Lafayette County,Wisconsin,177.6,9.67,87,167.93
WI-067,Langlade County,Wisconsin,167.49,8.88,98,158.61
WI-069,Lincoln County,Wisconsin,160.34,3.66,77,156.68
WI-071,Manitowoc County,Wisconsin,169.26,19.79,114,149.47
WI-073,Marathon County,Wisconsin,174.66,17.07,109,157.59
WI-075,Marinette County,Wisconsin,156.62,9.93,100,146.69
WI-077,Marquette County,Wisconsin,165.27,11.62,95,153.65
WI-078,Menominee County,Wisconsin,169.24,14.24,108,155
WI-079,Milwaukee County,Wisconsin,168.54,14.36,102,154.18
WI-081,Monroe County,Wisconsin,167.49,6.91,77,160.58
WI-083,Oconto County,Wisconsin,167.5,18.14,115,149.36
WI-085,Oneida County,Wisconsin,162.55,7.81,90,154.74
WI-087,Outagamie County,Wisconsin,175.93,23.88,118,152.05
WI-089,Ozaukee County,Wisconsin,158.7,7.63,83,151.07
WI-091,Pepin County,Wisconsin,155.77,2.1,56,153.67
WI-093,Pierce County,Wisconsin,153.77,0.87,53,152.9
WI-095,Polk County,Wisconsin,152.98,1.57,63,151.41
WI-097,Portage County,Wisconsin,178.9,21.49,116,157.41
WI-099,Price County,Wisconsin,146.83,-14.78,10,161.61
WI-101,Racine County,Wisconsin,169.5,10.79,90,158.71
WI-103,Richland County,Wisconsin,162.79,1.72,62,161.07
WI-105,Rock County,Wisconsin,172.87,8.22,83,164.65
WI-107,Rusk County,Wisconsin,150.07,-7.95,26,158.02
WI-109,St. Croix County,Wisconsin,154.66,2.59,63,152.07
WI-111,Sauk County,Wisconsin,167.37,7.98,87,159.39
WI-113,Sawyer County,Wisconsin,148.13,-7.61,27,155.74
WI-115,Shawano County,Wisconsin,172.37,17.53,115,154.84
WI-117,Sheboygan County,Wisconsin,166.16,16.13,113,150.03
WI-119,Taylor County,Wisconsin,162.4,1.37,71,161.03
WI-121,Trempealeau County,Wisconsin,170.01,11.97,96,158.04
WI-123,Vernon County,Wisconsin,165.84,2.08,65,163.76
WI-125,Vilas County,Wisconsin,165.17,6.41,82,158.76
WI-127,Walworth County,Wisconsin,174.14,7.91,83,166.23
WI-129,Washburn County,Wisconsin,146.52,-4.73,45,151.25
WI-131,Washington County,Wisconsin,166.96,12.51,101,154.45
WI-133,Waukesha County,Wisconsin,172.39,13.89,98,158.5
WI-135,Waupaca County,Wisconsin,177.35,22.72,119,154.63
WI-137,Waushara County,Wisconsin,168.1,11.72,101,156.38
WI-139,Winnebago County,Wisconsin,176.32,25.57,118,150.75
WI-141,Wood County,Wisconsin,176.95,20.6,116,156.35
WY-001,Albany County,Wyoming,62.93,-12.54,2,75.47
WY-003,Big Horn County,Wyoming,64.26,-3.11,41,67.37
WY-005,Campbell County,Wyoming,63.17,-6.83,25,70
WY-007,Carbon County,Wyoming,71.47,-8.5,22,79.97
WY-009,Converse County,Wyoming,61.16,-10.75,2,71.91
WY-011,Crook County,Wyoming,73.7,-12.87,10,86.57
WY-013,Fremont County,Wyoming,70.65,-2.51,49,73.16
WY-015,Goshen County,Wyoming,57.16,-16.59,1,73.75
WY-017,Hot Springs County,Wyoming,65.2,-0.98,62,66.18
WY-019,Johnson County,Wyoming,68.87,-7.46,24,76.33
WY-021,Laramie County,Wyoming,65.03,-13.7,2,78.73
WY-023,Lincoln County,Wyoming,97.82,-0.78,59,98.6
WY-025,Natrona County,Wyoming,56.81,-5.55,30,62.36
WY-027,Niobrara County,Wyoming,68.06,-7.53,16,75.59
WY-029,Park County,Wyoming,107.82,-1.15,51,108.97
WY-031,Platte County,Wyoming,54.15,-16.89,1,71.04
WY-033,Sheridan County,Wyoming,84.71,-12.04,17,96.75
WY-035,Sublette County,Wyoming,84.19,-9.94,22,94.13
WY-037,Sweetwater County,Wyoming,46.11,-1.03,61,47.14
WY-039,Teton County,Wyoming,163.03,-9.02,34,172.05
WY-041,Uinta County,Wyoming,60.26,-3.12,43,63.38
WY-043,Washakie County,Wyoming,58.61,-2.45,49,61.06
WY-045,Weston County,Wyoming,62.4,-10.85,7,73.25
